Zone,State,City,Place Name,Type,Best Visit Time,Entry Fee,Trip Cost,Stay Duration,Activity Level,Ideal For,Nearest Hub
West,MH,Lonavala,Bhushi Dam,Nature,Jul-Sep,0,2000-5000,1 Day,Medium,Friends,Pune Airport
West,MH,Lonavala,Karla Caves,History,Oct-Mar,25,1000-3000,1 Day,High,Solo,Pune Airport
West,MH,Lonavala,Lohagad Fort,History/Trek,Jul-Oct,0,2000-4000,1 Day,High,Friends,Pune Airport
West,MH,Lonavala,Bhaja Caves,History,Oct-Mar,25,500-1500,1 Day,Medium,History Lovers,Pune Airport
West,MH,Mahabaleshwar,Venna Lake,Lake/Nature,Mar-Jun,0,7000-12000,2 Days,Medium,"Family, Couples",Pune Airport
West,MH,Mahabaleshwar,Pratapgad Fort,History,Oct-Mar,0,2000-5000,1 Day,High,Family,Pune Airport
West,MH,Mahabaleshwar,Mapro Garden,Food/Nature,Year-round,0,500-2000,1 Day,Low,Family,Pune Airport
West,MH,Mahabaleshwar,Arthur's Seat,View Point,Oct-Jun,0,500-1500,1 Day,Low,Nature Lovers,Pune Airport
West,MH,Mahabaleshwar,Elephant's Head Point,View Point,Oct-Jun,0,200-1000,1 Hour,Low,Nature Lovers,Pune Airport
West,MH,Malvan,Rock Garden,Nature/View,Evening,0,500-1500,1 Day,Low,All,Goa Airport
West,MH,Matheran,Panorama Point,View Point,Oct-May,0,500-1500,1 Day,Medium,Nature Lovers,Mumbai Airport
West,MH,Mumbai,Marine Drive,Nature/View,Evening,0,1000-4000,1 Day,Low,"Couples, Friends",Mumbai Airport
West,MH,Mumbai,Elephanta Caves,History,Oct-Mar,40,2000-4000,1 Day,Medium,"Solo, Friends",Mumbai Airport
West,MH,Mumbai,Kanheri Caves,History,Oct-Mar,15,1000-3000,1 Day,High,"Solo, Friends",Mumbai Airport
West,MH,Mumbai,Juhu Beach,Beach,Evening,0,500-2000,1 Day,Low,All,Mumbai Airport
West,MH,Mumbai,Siddhivinayak Temple,Spiritual,Year-round,0,500-2000,1 Day,Medium,Family,Mumbai Airport
West,MH,Mumbai,Haji Ali Dargah,Spiritual,Year-round,0,500-1500,1 Day,Medium,All,Mumbai Airport
West,MH,Mumbai,Sanjay Gandhi Park,Nature,Oct-Mar,60,1000-3000,1 Day,Medium,Kids,Mumbai Airport
West,MH,Mumbai,Mount Mary Church,Spiritual,Year-round,0,200-1000,1 Day,Low,All,Mumbai Airport
West,MH,Mumbai,Chhatrapati Shivaji Terminus,History/Architecture,Year-round,0,0-500,1 Day,Low,All,Mumbai Airport
West,MH,Mumbai,Bandra-Worli Sea Link,Engineering,Year-round,0,0-500,1 Day,Low,All,Mumbai Airport
West,MH,Mumbai,Global Vipassana Pagoda,Spiritual,Year-round,0,500-1500,1 Day,Low,All,Mumbai Airport
West,MH,Mumbai,Hanging Gardens,Nature,Year-round,0,100-500,1 Hour,Low,Families,Mumbai Airport
West,MH,Mumbai,Mani Bhavan,History,Year-round,0,100-500,1 Hour,Low,History Lovers,Mumbai Airport
West,MH,Mumbai,Bhau Daji Lad Museum,History/Art,Year-round,10,100-500,2 Hours,Low,History Lovers,Mumbai Airport
West,MH,Mumbai,Taraporewala Aquarium,Nature,Year-round,60,200-1000,2 Hours,Low,Families/Kids,Mumbai Airport
West,MH,Mumbai,Jehangir Art Gallery,Art,Year-round,0,100-500,1 Hour,Low,Art Lovers,Mumbai Airport
West,MH,Mumbai,Crawford Market,History/Shopping,Year-round,0,200-1000,2 Hours,Medium,Shoppers,Mumbai Airport
West,MH,Mumbai,Worli Fort,History/View,Year-round,0,100-500,1 Hour,Low,History Lovers,Mumbai Airport
West,MH,Mumbai,National Gallery of Modern Art Mumbai,Art,Year-round,20,100-500,2 Hours,Low,Art Lovers,Mumbai Airport
West,MH,Mumbai,National Park Borivali,Wildlife/Nature,Year-round,60,500-1500,1 Day,Medium,Families,Mumbai Airport
West,MH,Murud,Janjira Fort,History,Oct-Mar,50,2000-5000,1 Day,Medium,Friends,Mumbai Airport
West,MH,Nagpur,Deekshabhoomi,Spiritual,Year-round,0,500-1500,1 Day,Low,All,Nagpur Airport
West,MH,Nagpur,Ambazari Lake,Nature,Evening,0,500-2000,1 Day,Low,Family,Nagpur Airport
West,MH,Nagpur,Pench Tiger Reserve,Wildlife,Oct-Jun,1000,12000-20000,2 Days,Medium,Family,Nagpur Airport
West,MH,Nashik,Sula Vineyards,Culture/Nature,Jan-Mar,400,5000-12000,1 Day,Low,Couples,Nasik Airport
West,MH,Nashik,Anjaneri Hills,Trek/Spiritual,Sep-Mar,0,2000-5000,1 Day,High,Solo,Nasik Airport
West,MH,Nashik,Trimbakeshwar Temple,Spiritual,Year-round,0,500-2000,1 Day,Medium,Pilgrims,Nashik Airport
West,MH,Nashik,Pandavleni Caves,History,Oct-Mar,25,200-1000,2 Hours,Medium,History Lovers,Nashik Airport
West,MH,Nashik,Saptashrungi Gad,Spiritual,Year-round,0,500-1500,1 Day,High,Pilgrims,Nashik Airport
West,MH,Nashik,Muktidham Temple,Spiritual,Year-round,0,100-500,1 Hour,Low,Pilgrims,Nashik Airport
West,MH,Nashik,Kalaram Temple,Spiritual,Year-round,0,100-500,1 Hour,Low,Pilgrims,Nashik Airport
West,MH,Nashik,Sita Gufa,Spiritual/History,Year-round,0,100-500,1 Hour,Low,Pilgrims,Nashik Airport
West,MH,Nasik,Panchavati,Spiritual,Year-round,0,3000-7000,1 Day,Medium,"Family, Senior Citizens",Nasik Airport
West,MH,Palghar,Kelva Beach,Beach,Oct-Mar,0,2000-5000,1 Day,Low,Family,Mumbai Airport
West,MH,Panchgani,Table Land,Nature/View,Sep-May,0,1000-3000,1 Day,Medium,All,Pune Airport
West,MH,Panchgani,Sydney Point,View Point,Oct-Mar,0,100-500,1 Hour,Low,Nature Lovers,Pune Airport
West,MH,Panchgani,Parsi Point,View Point,Oct-Mar,0,100-500,1 Hour,Low,Nature Lovers,Pune Airport
West,MH,Pune,Shaniwar Wada,History,Year-round,25,1000-3000,1 Day,Low,"Family, All",Pune Airport
West,MH,Pune,Sinhagad Fort,History/Trek,Jul-Feb,20,1000-3000,1 Day,High,Friends,Pune Airport
West,MH,Pune,Aga Khan Palace,History,Year-round,25,500-1500,1 Day,Low,Family,Pune Airport
West,MH,Pune,Pataleshwar Caves,History,Year-round,0,200-1000,1 Day,Low,All,Pune Airport
West,MH,Pune,Malshej Ghat,Nature,Jul-Sep,0,1000-3000,1 Day,Medium,Nature Lovers,Pune Airport
West,MH,Pune,Mulshi Dam,Nature,Jul-Sep,0,1000-3000,1 Day,Low,Couples,Pune Airport
West,MH,Pune,Aga Khan Palace Pune,History,Year-round,25,100-500,2 Hours,Low,History Lovers,Pune Airport
West,MH,Pune,Shaniwar Wada Palace,History,Year-round,25,100-500,2 Hours,Low,History Lovers,Pune Airport
West,MH,Pune,Raja Dinkar Kelkar Museum,History/Art,Year-round,50,200-1000,2 Hours,Low,Art Lovers,Pune Airport
West,MH,Pune,Pataleshwar Cave Temple,History/Spiritual,Year-round,0,100-300,1 Hour,Low,History Buffs,Pune Airport
West,MH,Pune,Vetal Tekdi,Nature/View,Year-round,0,100-300,2 Hours,Medium,Nature Lovers,Pune Airport
West,MH,Pune,Dagdusheth Halwai Ganpati,Spiritual,Year-round,0,100-500,1 Hour,Low,All,Pune Airport
West,MH,Pune,Parvati Hill,History/Spiritual,Year-round,0,100-500,2 Hours,High,Nature Lovers,Pune Airport
West,MH,Pune,Rajgad Fort,History/Trek,Jul-Feb,0,1000-3000,1 Day,High,Adventure Lovers,Pune Airport
West,MH,Pune,Katraj Snake Park,Wildlife,Year-round,40,100-500,2 Hours,Low,Families/Kids,Pune Airport
West,MH,Pune,Bund Garden,Nature/Park,Year-round,0,100-300,1 Hour,Low,All,Pune Airport
West,MH,Pune,Chaturshringi Temple,Spiritual,Year-round,0,100-500,1 Hour,Low,Pilgrims,Pune Airport
West,MH,Pune,Osho Teerth Park,Nature,Year-round,0,100-500,1 Hour,Low,Peace Seekers,Pune Airport
West,MH,Raigad,Raigad Fort,History,Oct-Mar,25,3000-7000,1 Day,High,Family,Pune Airport
West,MH,Raigad,Harihareshwar Beach,Beach/Spiritual,Oct-Mar,0,1000-3000,1 Day,Low,All,Pune Airport
West,MH,Raigad,Diveagar Beach,Beach,Oct-Mar,0,1000-3000,1 Day,Low,Families,Pune Airport
West,MH,Raigad,Murud Janjira Fort,History,Oct-Mar,0,500-2000,1 Day,Medium,Adventure Seekers,Mumbai Airport
West,MH,Ratnagiri,Ratnadurg Fort,History,Oct-Mar,0,2000-5000,1 Day,Medium,All,Ratnagiri Station
West,MH,Ratnagiri,Ganpatipule Beach,Beach,Oct-Mar,0,5000-10000,2 Days,Low,Family,Ratnagiri Station
West,MH,Ratnagiri,Ratnagiri Fort,History,Oct-Mar,0,200-500,2 Hours,Medium,History Lovers,Ratnagiri Airport
West,MH,Satara,Kaas Plateau,Nature/Flowers,Sep-Oct,100,3000-6000,1 Day,Medium,All,Pune Airport
West,MH,Satara,Thoseghar Falls,Waterfall,Jul-Oct,20,1000-3000,1 Day,Medium,Family,Pune Airport
West,MH,Sawantwadi,Moti Talab,Nature,Evening,0,500-1500,1 Day,Low,All,Goa Airport
West,MH,Shirdi,Sai Baba Temple,Spiritual,Year-round,0,4000-8000,1 Day,Medium,"Family, Senior Citizens",Shirdi Airport
West,MH,Sindhudurg,Sindhudurg Fort,History,Oct-Mar,50,3000-6000,1 Day,Medium,Family,Goa Airport
West,MH,Solapur,Akkalkot Swami,Spiritual,Year-round,0,2000-5000,1 Day,Low,Family,Solapur Station
West,MH,Solapur,Pandharpur Temple,Spiritual,Year-round,0,3000-6000,2 Days,Medium,Family,Solapur Station
West,MH,Tarkarli,Tarkarli Beach,Beach/Adventure,Nov-Apr,0,7000-15000,2 Days,High,Friends,Goa Airport
West,MH,Thane,Upvan Lake,Nature,Evening,0,200-1000,1 Day,Low,Couples,Mumbai Airport
West,MH,Trimbak,Trimbakeshwar Temple,Spiritual,Year-round,0,2000-5000,1 Day,Medium,Family,Nasik Airport
West,RJ,Ajmer,Ana Sagar Lake,Nature/Lake,Oct-Mar,0,100-500,1 Day,Low,All,Kishangarh Airport
West,RJ,Ajmer,Adhai Din Ka Jhonpra,History,Oct-Mar,0,100-500,1 Hour,Low,History Lovers,Kishangarh Airport
West,RJ,Alwar,Sariska National Park,Wildlife,Oct-Jun,100,2000-7000,2 Days,Medium,Wildlife Lovers,Jaipur Airport
West,RJ,Bharatpur,Lohagarh Fort,History,Oct-Mar,0,200-1000,1 Day,Medium,History Lovers,Agra Airport
West,RJ,Bikaner,Junagarh Fort Bikaner,History,Oct-Mar,50,500-1500,1 Day,Medium,History Lovers,Bikaner Airport
West,RJ,Bikaner,Gajner Palace,History/Nature,Oct-Mar,100,500-2000,1 Day,Low,Couples/Families,Bikaner Airport
West,RJ,Chittorgarh,Chittorgarh Fort Complex,History,Oct-Mar,40,500-1500,1 Day,High,History Lovers,Udaipur Airport
West,RJ,Chittorgarh,Vijay Stambh,History,Oct-Mar,0,100-500,1 Hour,Medium,History Buffs,Udaipur Airport
West,RJ,Chittorgarh,Padmini Palace,History,Oct-Mar,0,100-500,1 Hour,Low,History Lovers,Udaipur Airport
West,RJ,Jaipur,City Palace Jaipur,History,Oct-Mar,200,500-2000,1 Day,Low,History Lovers,Jaipur Airport
West,RJ,Jaipur,Jantar Mantar Jaipur,History/Science,Oct-Mar,50,200-1000,2 Hours,Low,History Buffs,Jaipur Airport
West,RJ,Jaipur,Galta Ji Temple,Spiritual/Nature,Year-round,0,200-1000,1 Day,Medium,All,Jaipur Airport
West,RJ,Jaipur,Chokhi Dhani Jaipur,Culture/Food,Year-round,800,1000-3000,Evening,Low,Families,Jaipur Airport
West,RJ,Jodhpur,Mandore Gardens,Nature/History,Oct-Mar,0,100-500,2 Hours,Low,Families,Jodhpur Airport
West,RJ,Jodhpur,Rao Jodha Desert Rock Park,Nature,Oct-Mar,100,200-1000,1 Day,Medium,Nature Lovers,Jodhpur Airport
West,RJ,Jodhpur,Balsamand Lake,Nature/Lake,Oct-Mar,0,200-1000,1 Day,Low,Families,Jodhpur Airport
West,RJ,Kumbhalgarh,Kumbhalgarh Fort Walls,History,Oct-Mar,40,500-2000,1 Day,High,Adventure Seekers,Udaipur Airport
West,RJ,Mount Abu,Achalgarh Fort,History/Spiritual,Year-round,0,200-1000,1 Day,Medium,History Lovers,Udaipur Airport
West,RJ,Mount Abu,Guru Shikhar,View Point,Year-round,0,200-1000,1 Day,Medium,Nature Lovers,Udaipur Airport
West,RJ,Tanot,Tanot Mata Temple,Spiritual/History,Year-round,0,500-2000,1 Day,Low,All,Jaisalmer Airport
West,RJ,Udaipur,Fateh Sagar Lake,Nature/Lake,Oct-Mar,0,100-500,1 Day,Low,All,Udaipur Airport
West,RJ,Udaipur,Sajjangarh Monsoon Palace,History/View,Oct-Mar,60,200-1000,2 Hours,Medium,Nature Lovers,Udaipur Airport
West,RJ,Udaipur,Jagmandir,History/Luxury,Oct-Mar,0,500-2000,1 Day,Low,Couples,Udaipur Airport
West,RJ,Udaipur,Gulab Bagh and Zoo,Nature/Wildlife,Year-round,25,200-1000,1 Day,Low,Families/Kids,Udaipur Airport
South,AP,Visakhapatnam,Indira Gandhi Zoological Park,Wildlife,Year-round,20,200-1000,1 Day,Medium,Families,Visakhapatnam Airport
